SampleID,Index,OlinkID,UniProt,Assay,MissingFreq,Panel,Panel_Version,PlateID,QC_Warning,LOD,NPX
Sample_037,37,OID00039,P10909,CLU,0.026,Cardiometabolic,v1.0,Plate_1,PASS,1.41,4.6968
Sample_037,37,OID00040,P01024,C3,0.032,Cardiometabolic,v1.0,Plate_1,PASS,0.45,4.6805
Sample_038,38,OID00001,P05231,IL6,0.011,Inflammation,v1.0,Plate_1,PASS,1.31,7.7929
Sample_038,38,OID00002,P01375,TNF,0.032,Inflammation,v1.0,Plate_1,PASS,0.26,7.9743
Sample_038,38,OID00003,P10145,CXCL8,0.006,Inflammation,v1.0,Plate_1,PASS,0.49,6.3903
Sample_038,38,OID00004,P13232,IL10,0.000,Inflammation,v1.0,Plate_1,PASS,1.20,5.8102
Sample_038,38,OID00005,P01579,IFNG,0.030,Inflammation,v1.0,Plate_1,PASS,0.77,7.5332
Sample_038,38,OID00006,P22301,IL1RL1,0.004,Inflammation,v1.0,Plate_1,PASS,0.62,5.6843
Sample_038,38,OID00007,P05112,IL4,0.047,Inflammation,v1.0,Plate_1,PASS,0.97,5.3599
Sample_038,38,OID00008,P60568,IL2,0.031,Inflammation,v1.0,Plate_1,PASS,1.50,5.5494
Sample_038,38,OID00009,P01374,LTA,0.040,Inflammation,v1.0,Plate_1,PASS,1.08,7.0072
Sample_038,38,OID00010,P29459,IL12A,0.012,Inflammation,v1.0,Plate_1,PASS,0.28,5.7914
Sample_038,38,OID00011,Q16552,IL17A,0.040,Inflammation,v1.0,Plate_1,PASS,1.16,7.6268
Sample_038,38,OID00012,Q9NPH3,IL1A,0.010,Inflammation,v1.0,Plate_1,PASS,0.71,4.6962
Sample_038,38,OID00013,P01583,IL1B,0.045,Inflammation,v1.0,Plate_1,PASS,0.29,6.2738
Sample_038,38,OID00014,P18510,IL1RN,0.022,Inflammation,v1.0,Plate_1,PASS,0.78,3.6891
Sample_038,38,OID00015,P10147,CCL3,0.009,Inflammation,v1.0,Plate_1,PASS,0.37,4.3573
Sample_038,38,OID00016,P13236,CCL4,0.037,Inflammation,v1.0,Plate_1,PASS,0.59,7.2272
Sample_038,38,OID00017,P13501,CCL5,0.028,Inflammation,v1.0,Plate_1,PASS,1.38,4.5516
Sample_038,38,OID00018,P78556,CCL20,0.008,Inflammation,v1.0,Plate_1,PASS,0.20,7.7944
Sample_038,38,OID00019,P02778,CXCL10,0.000,Inflammation,v1.0,Plate_1,PASS,0.61,6.4681
Sample_038,38,OID00020,Q07325,CXCL9,0.019,Inflammation,v1.0,Plate_1,PASS,0.99,6.1248
Sample_038,38,OID00021,P09341,GRO1,0.039,Inflammation,v1.0,Plate_1,PASS,1.30,5.1149
Sample_038,38,OID00022,P01137,TGFB1,0.036,Inflammation,v1.0,Plate_1,PASS,0.43,5.2680
Sample_038,38,OID00023,P09038,FGF2,0.026,Cardiometabolic,v1.0,Plate_1,PASS,0.64,3.9829
Sample_038,38,OID00024,P15692,VEGFA,0.028,Cardiometabolic,v1.0,Plate_1,PASS,0.80,3.4348
Sample_038,38,OID00025,P01189,POMC,0.006,Cardiometabolic,v1.0,Plate_1,PASS,1.00,3.9962
Sample_038,38,OID00026,P01308,INS,0.003,Cardiometabolic,v1.0,Plate_1,PASS,0.83,4.1368
Sample_038,38,OID00027,P01258,CALCA,0.010,Cardiometabolic,v1.0,Plate_1,PASS,1.32,5.4034
Sample_038,38,OID00028,P06858,LPL,0.005,Cardiometabolic,v1.0,Plate_1,PASS,0.78,4.3197
Sample_038,38,OID00029,P04114,APOB,0.026,Cardiometabolic,v1.0,Plate_1,PASS,1.02,2.4257
Sample_038,38,OID00030,P02647,APOA1,0.013,Cardiometabolic,v1.0,Plate_1,PASS,1.08,3.7685
Sample_038,38,OID00031,P02649,APOE,0.047,Cardiometabolic,v1.0,Plate_1,PASS,0.20,3.6332
Sample_038,38,OID00032,P05155,SERPING1,0.025,Cardiometabolic,v1.0,Plate_1,PASS,0.39,6.5240
Sample_038,38,OID00033,P02741,CRP,0.003,Cardiometabolic,v1.0,Plate_1,PASS,1.22,7.2713
Sample_038,38,OID00034,P02787,TF,0.047,Cardiometabolic,v1.0,Plate_1,PASS,0.88,4.6090
Sample_038,38,OID00035,P00738,HP,0.041,Cardiometabolic,v1.0,Plate_1,PASS,1.09,3.7565
Sample_038,38,OID00036,P02768,ALB,0.002,Cardiometabolic,v1.0,Plate_1,PASS,0.47,5.7254
Sample_038,38,OID00037,P04217,A1BG,0.048,Cardiometabolic,v1.0,Plate_1,PASS,1.42,6.1540
Sample_038,38,OID00038,P01023,A2M,0.036,Cardiometabolic,v1.0,Plate_1,PASS,0.24,5.5464
Sample_038,38,OID00039,P10909,CLU,0.012,Cardiometabolic,v1.0,Plate_1,PASS,0.84,4.0469
Sample_038,38,OID00040,P01024,C3,0.009,Cardiometabolic,v1.0,Plate_1,PASS,0.98,4.8079
Sample_039,39,OID00001,P05231,IL6,0.032,Inflammation,v1.0,Plate_1,PASS,0.25,6.7921
Sample_039,39,OID00002,P01375,TNF,0.023,Inflammation,v1.0,Plate_1,PASS,0.60,3.4463
Sample_039,39,OID00003,P10145,CXCL8,0.009,Inflammation,v1.0,Plate_1,PASS,0.33,5.2229
Sample_039,39,OID00004,P13232,IL10,0.017,Inflammation,v1.0,Plate_1,PASS,0.66,2.3240
Sample_039,39,OID00005,P01579,IFNG,0.018,Inflammation,v1.0,Plate_1,PASS,0.72,7.9407
Sample_039,39,OID00006,P22301,IL1RL1,0.050,Inflammation,v1.0,Plate_1,PASS,0.54,9.5186
Sample_039,39,OID00007,P05112,IL4,0.022,Inflammation,v1.0,Plate_1,PASS,1.17,4.3462
Sample_039,39,OID00008,P60568,IL2,0.030,Inflammation,v1.0,Plate_1,PASS,1.12,6.2900
Sample_039,39,OID00009,P01374,LTA,0.046,Inflammation,v1.0,Plate_1,PASS,1.17,4.0401
Sample_039,39,OID00010,P29459,IL12A,0.048,Inflammation,v1.0,Plate_1,PASS,0.46,4.5978
Sample_039,39,OID00011,Q16552,IL17A,0.049,Inflammation,v1.0,Plate_1,PASS,1.12,3.5724
Sample_039,39,OID00012,Q9NPH3,IL1A,0.026,Inflammation,v1.0,Plate_1,PASS,0.93,5.4888
Sample_039,39,OID00013,P01583,IL1B,0.011,Inflammation,v1.0,Plate_1,PASS,0.52,8.0705
Sample_039,39,OID00014,P18510,IL1RN,0.001,Inflammation,v1.0,Plate_1,PASS,1.30,4.9474
Sample_039,39,OID00015,P10147,CCL3,0.028,Inflammation,v1.0,Plate_1,PASS,0.49,6.0023
Sample_039,39,OID00016,P13236,CCL4,0.046,Inflammation,v1.0,Plate_1,PASS,0.88,2.9356
Sample_039,39,OID00017,P13501,CCL5,0.007,Inflammation,v1.0,Plate_1,PASS,0.60,5.2345
Sample_039,39,OID00018,P78556,CCL20,0.029,Inflammation,v1.0,Plate_1,PASS,0.61,5.3437
Sample_039,39,OID00019,P02778,CXCL10,0.020,Inflammation,v1.0,Plate_1,PASS,0.23,7.0920
Sample_039,39,OID00020,Q07325,CXCL9,0.037,Inflammation,v1.0,Plate_1,PASS,1.39,7.7228
Sample_039,39,OID00021,P09341,GRO1,0.041,Inflammation,v1.0,Plate_1,PASS,0.34,4.5602
Sample_039,39,OID00022,P01137,TGFB1,0.029,Inflammation,v1.0,Plate_1,PASS,1.07,2.3747
Sample_039,39,OID00023,P09038,FGF2,0.037,Cardiometabolic,v1.0,Plate_1,PASS,0.52,6.6873
Sample_039,39,OID00024,P15692,VEGFA,0.004,Cardiometabolic,v1.0,Plate_1,PASS,0.91,3.8940
Sample_039,39,OID00025,P01189,POMC,0.041,Cardiometabolic,v1.0,Plate_1,PASS,0.59,7.4178
Sample_039,39,OID00026,P01308,INS,0.043,Cardiometabolic,v1.0,Plate_1,PASS,0.68,5.8863
Sample_039,39,OID00027,P01258,CALCA,0.030,Cardiometabolic,v1.0,Plate_1,PASS,1.01,5.7353
Sample_039,39,OID00028,P06858,LPL,0.039,Cardiometabolic,v1.0,Plate_1,PASS,0.12,4.2149
Sample_039,39,OID00029,P04114,APOB,0.027,Cardiometabolic,v1.0,Plate_1,PASS,0.16,4.0541
Sample_039,39,OID00030,P02647,APOA1,0.025,Cardiometabolic,v1.0,Plate_1,PASS,0.31,5.8609
Sample_039,39,OID00031,P02649,APOE,0.020,Cardiometabolic,v1.0,Plate_1,PASS,1.12,5.0881
Sample_039,39,OID00032,P05155,SERPING1,0.030,Cardiometabolic,v1.0,Plate_1,PASS,0.72,5.4749
Sample_039,39,OID00033,P02741,CRP,0.020,Cardiometabolic,v1.0,Plate_1,PASS,0.51,5.7374
Sample_039,39,OID00034,P02787,TF,0.004,Cardiometabolic,v1.0,Plate_1,PASS,0.29,4.9684
Sample_039,39,OID00035,P00738,HP,0.004,Cardiometabolic,v1.0,Plate_1,PASS,0.66,4.5702
Sample_039,39,OID00036,P02768,ALB,0.039,Cardiometabolic,v1.0,Plate_1,PASS,0.80,4.7930
Sample_039,39,OID00037,P04217,A1BG,0.024,Cardiometabolic,v1.0,Plate_1,PASS,0.88,5.5513
Sample_039,39,OID00038,P01023,A2M,0.010,Cardiometabolic,v1.0,Plate_1,PASS,1.01,5.5899
Sample_039,39,OID00039,P10909,CLU,0.004,Cardiometabolic,v1.0,Plate_1,PASS,0.44,3.1747
Sample_039,39,OID00040,P01024,C3,0.016,Cardiometabolic,v1.0,Plate_1,PASS,1.19,3.3704
Sample_040,40,OID00001,P05231,IL6,0.021,Inflammation,v1.0,Plate_1,PASS,1.04,7.3775
Sample_040,40,OID00002,P01375,TNF,0.016,Inflammation,v1.0,Plate_1,PASS,0.59,4.7018
Sample_040,40,OID00003,P10145,CXCL8,0.049,Inflammation,v1.0,Plate_1,PASS,0.53,6.5240
Sample_040,40,OID00004,P13232,IL10,0.050,Inflammation,v1.0,Plate_1,PASS,0.96,4.8153
Sample_040,40,OID00005,P01579,IFNG,0.041,Inflammation,v1.0,Plate_1,PASS,0.16,4.2127
Sample_040,40,OID00006,P22301,IL1RL1,0.019,Inflammation,v1.0,Plate_1,PASS,0.38,5.2991
Sample_040,40,OID00007,P05112,IL4,0.003,Inflammation,v1.0,Plate_1,PASS,0.26,5.1426
Sample_040,40,OID00008,P60568,IL2,0.046,Inflammation,v1.0,Plate_1,PASS,1.43,2.0674
Sample_040,40,OID00009,P01374,LTA,0.035,Inflammation,v1.0,Plate_1,PASS,0.12,6.8861
Sample_040,40,OID00010,P29459,IL12A,0.023,Inflammation,v1.0,Plate_1,PASS,0.26,2.9597
Sample_040,40,OID00011,Q16552,IL17A,0.010,Inflammation,v1.0,Plate_1,PASS,0.85,6.0167
Sample_040,40,OID00012,Q9NPH3,IL1A,0.013,Inflammation,v1.0,Plate_1,PASS,0.83,5.1463
Sample_040,40,OID00013,P01583,IL1B,0.035,Inflammation,v1.0,Plate_1,PASS,0.30,4.3867
Sample_040,40,OID00014,P18510,IL1RN,0.029,Inflammation,v1.0,Plate_1,PASS,0.13,5.2584
Sample_040,40,OID00015,P10147,CCL3,0.014,Inflammation,v1.0,Plate_1,PASS,0.34,4.7688
Sample_040,40,OID00016,P13236,CCL4,0.031,Inflammation,v1.0,Plate_1,PASS,1.20,4.6171
Sample_040,40,OID00017,P13501,CCL5,0.019,Inflammation,v1.0,Plate_1,PASS,0.11,7.0671
Sample_040,40,OID00018,P78556,CCL20,0.043,Inflammation,v1.0,Plate_1,PASS,0.48,5.7162
Sample_040,40,OID00019,P02778,CXCL10,0.043,Inflammation,v1.0,Plate_1,PASS,0.13,5.1953
Sample_040,40,OID00020,Q07325,CXCL9,0.012,Inflammation,v1.0,Plate_1,PASS,1.01,2.4678
Sample_040,40,OID00021,P09341,GRO1,0.016,Inflammation,v1.0,Plate_1,PASS,0.24,1.9909
Sample_040,40,OID00022,P01137,TGFB1,0.027,Inflammation,v1.0,Plate_1,PASS,1.31,7.8009
Sample_040,40,OID00023,P09038,FGF2,0.046,Cardiometabolic,v1.0,Plate_1,PASS,0.74,5.6876
Sample_040,40,OID00024,P15692,VEGFA,0.012,Cardiometabolic,v1.0,Plate_1,PASS,0.13,6.6286
Sample_040,40,OID00025,P01189,POMC,0.008,Cardiometabolic,v1.0,Plate_1,PASS,0.65,3.6716
Sample_040,40,OID00026,P01308,INS,0.018,Cardiometabolic,v1.0,Plate_1,PASS,0.59,4.7517
Sample_040,40,OID00027,P01258,CALCA,0.025,Cardiometabolic,v1.0,Plate_1,PASS,1.47,4.2225
Sample_040,40,OID00028,P06858,LPL,0.031,Cardiometabolic,v1.0,Plate_1,PASS,1.24,4.2202
Sample_040,40,OID00029,P04114,APOB,0.001,Cardiometabolic,v1.0,Plate_1,PASS,1.24,7.2813
Sample_040,40,OID00030,P02647,APOA1,0.014,Cardiometabolic,v1.0,Plate_1,PASS,0.88,2.8217
Sample_040,40,OID00031,P02649,APOE,0.004,Cardiometabolic,v1.0,Plate_1,PASS,1.02,6.8527
Sample_040,40,OID00032,P05155,SERPING1,0.048,Cardiometabolic,v1.0,Plate_1,PASS,0.64,7.6084
Sample_040,40,OID00033,P02741,CRP,0.012,Cardiometabolic,v1.0,Plate_1,PASS,0.42,5.2009
Sample_040,40,OID00034,P02787,TF,0.049,Cardiometabolic,v1.0,Plate_1,PASS,0.31,3.6351
Sample_040,40,OID00035,P00738,HP,0.010,Cardiometabolic,v1.0,Plate_1,PASS,0.86,6.1308
Sample_040,40,OID00036,P02768,ALB,0.027,Cardiometabolic,v1.0,Plate_1,PASS,0.29,4.2798
Sample_040,40,OID00037,P04217,A1BG,0.035,Cardiometabolic,v1.0,Plate_1,PASS,0.53,5.9254
Sample_040,40,OID00038,P01023,A2M,0.007,Cardiometabolic,v1.0,Plate_1,PASS,0.83,2.1583
Sample_040,40,OID00039,P10909,CLU,0.047,Cardiometabolic,v1.0,Plate_1,PASS,0.30,9.0902
Sample_040,40,OID00040,P01024,C3,0.016,Cardiometabolic,v1.0,Plate_1,PASS,1.38,4.8891
Sample_041,41,OID00001,P05231,IL6,0.016,Inflammation,v1.0,Plate_2,PASS,0.27,1.5800
Sample_041,41,OID00002,P01375,TNF,0.036,Inflammation,v1.0,Plate_2,PASS,1.33,3.7116
Sample_041,41,OID00003,P10145,CXCL8,0.021,Inflammation,v1.0,Plate_2,PASS,0.68,5.2992
Sample_041,41,OID00004,P13232,IL10,0.047,Inflammation,v1.0,Plate_2,PASS,0.72,1.9248
Sample_041,41,OID00005,P01579,IFNG,0.039,Inflammation,v1.0,Plate_2,PASS,0.48,7.7460
Sample_041,41,OID00006,P22301,IL1RL1,0.009,Inflammation,v1.0,Plate_2,PASS,0.25,2.8459
Sample_041,41,OID00007,P05112,IL4,0.028,Inflammation,v1.0,Plate_2,PASS,0.47,5.1613
Sample_041,41,OID00008,P60568,IL2,0.012,Inflammation,v1.0,Plate_2,PASS,0.42,2.9423
Sample_041,41,OID00009,P01374,LTA,0.024,Inflammation,v1.0,Plate_2,PASS,1.06,4.4574
Sample_041,41,OID00010,P29459,IL12A,0.030,Inflammation,v1.0,Plate_2,PASS,0.80,3.6928
Sample_041,41,OID00011,Q16552,IL17A,0.025,Inflammation,v1.0,Plate_2,PASS,1.29,4.6568
Sample_041,41,OID00012,Q9NPH3,IL1A,0.010,Inflammation,v1.0,Plate_2,PASS,0.29,3.5894
Sample_041,41,OID00013,P01583,IL1B,0.013,Inflammation,v1.0,Plate_2,PASS,0.12,7.4989
Sample_041,41,OID00014,P18510,IL1RN,0.037,Inflammation,v1.0,Plate_2,PASS,0.68,5.5131
Sample_041,41,OID00015,P10147,CCL3,0.046,Inflammation,v1.0,Plate_2,PASS,0.19,7.5191
Sample_041,41,OID00016,P13236,CCL4,0.043,Inflammation,v1.0,Plate_2,PASS,1.48,4.8136
Sample_041,41,OID00017,P13501,CCL5,0.012,Inflammation,v1.0,Plate_2,PASS,0.74,3.6730
Sample_041,41,OID00018,P78556,CCL20,0.002,Inflammation,v1.0,Plate_2,PASS,0.67,5.0840
Sample_041,41,OID00019,P02778,CXCL10,0.031,Inflammation,v1.0,Plate_2,PASS,0.54,4.8649
Sample_041,41,OID00020,Q07325,CXCL9,0.030,Inflammation,v1.0,Plate_2,PASS,1.14,3.5386
Sample_041,41,OID00021,P09341,GRO1,0.026,Inflammation,v1.0,Plate_2,PASS,1.20,1.9748
Sample_041,41,OID00022,P01137,TGFB1,0.041,Inflammation,v1.0,Plate_2,PASS,0.73,4.5164
Sample_041,41,OID00023,P09038,FGF2,0.020,Cardiometabolic,v1.0,Plate_2,PASS,0.83,9.7912
Sample_041,41,OID00024,P15692,VEGFA,0.028,Cardiometabolic,v1.0,Plate_2,PASS,1.13,6.3080
Sample_041,41,OID00025,P01189,POMC,0.015,Cardiometabolic,v1.0,Plate_2,PASS,0.17,2.8938
Sample_041,41,OID00026,P01308,INS,0.015,Cardiometabolic,v1.0,Plate_2,PASS,0.66,4.7858
Sample_041,41,OID00027,P01258,CALCA,0.031,Cardiometabolic,v1.0,Plate_2,PASS,0.69,5.7819
Sample_041,41,OID00028,P06858,LPL,0.026,Cardiometabolic,v1.0,Plate_2,PASS,0.18,3.5260
Sample_041,41,OID00029,P04114,APOB,0.036,Cardiometabolic,v1.0,Plate_2,PASS,0.73,6.7688
Sample_041,41,OID00030,P02647,APOA1,0.039,Cardiometabolic,v1.0,Plate_2,PASS,0.26,7.2005
Sample_041,41,OID00031,P02649,APOE,0.021,Cardiometabolic,v1.0,Plate_2,PASS,0.29,7.1408
Sample_041,41,OID00032,P05155,SERPING1,0.009,Cardiometabolic,v1.0,Plate_2,PASS,0.73,4.1186
Sample_041,41,OID00033,P02741,CRP,0.023,Cardiometabolic,v1.0,Plate_2,PASS,0.38,3.0024
Sample_041,41,OID00034,P02787,TF,0.035,Cardiometabolic,v1.0,Plate_2,PASS,0.45,3.7267
Sample_041,41,OID00035,P00738,HP,0.006,Cardiometabolic,v1.0,Plate_2,PASS,1.11,7.2340
Sample_041,41,OID00036,P02768,ALB,0.022,Cardiometabolic,v1.0,Plate_2,PASS,0.26,3.5258
Sample_041,41,OID00037,P04217,A1BG,0.040,Cardiometabolic,v1.0,Plate_2,PASS,0.64,3.8094
Sample_041,41,OID00038,P01023,A2M,0.047,Cardiometabolic,v1.0,Plate_2,PASS,0.82,6.3861
Sample_041,41,OID00039,P10909,CLU,0.046,Cardiometabolic,v1.0,Plate_2,PASS,1.18,3.9381
Sample_041,41,OID00040,P01024,C3,0.033,Cardiometabolic,v1.0,Plate_2,PASS,0.89,6.0139
Sample_042,42,OID00001,P05231,IL6,0.036,Inflammation,v1.0,Plate_2,PASS,0.35,6.7757
Sample_042,42,OID00002,P01375,TNF,0.015,Inflammation,v1.0,Plate_2,PASS,0.69,7.4469
Sample_042,42,OID00003,P10145,CXCL8,0.006,Inflammation,v1.0,Plate_2,PASS,0.98,5.1905
Sample_042,42,OID00004,P13232,IL10,0.010,Inflammation,v1.0,Plate_2,PASS,0.28,3.3803
Sample_042,42,OID00005,P01579,IFNG,0.043,Inflammation,v1.0,Plate_2,PASS,0.74,4.1773
Sample_042,42,OID00006,P22301,IL1RL1,0.000,Inflammation,v1.0,Plate_2,PASS,0.86,4.2022
Sample_042,42,OID00007,P05112,IL4,0.024,Inflammation,v1.0,Plate_2,PASS,0.92,5.8187
Sample_042,42,OID00008,P60568,IL2,0.004,Inflammation,v1.0,Plate_2,PASS,0.67,4.2569
Sample_042,42,OID00009,P01374,LTA,0.031,Inflammation,v1.0,Plate_2,PASS,0.87,4.0912
Sample_042,42,OID00010,P29459,IL12A,0.041,Inflammation,v1.0,Plate_2,PASS,0.88,4.3389
Sample_042,42,OID00011,Q16552,IL17A,0.002,Inflammation,v1.0,Plate_2,PASS,1.01,5.8099
Sample_042,42,OID00012,Q9NPH3,IL1A,0.033,Inflammation,v1.0,Plate_2,PASS,1.30,5.2571
Sample_042,42,OID00013,P01583,IL1B,0.002,Inflammation,v1.0,Plate_2,PASS,1.39,5.6634
Sample_042,42,OID00014,P18510,IL1RN,0.009,Inflammation,v1.0,Plate_2,PASS,0.68,3.9253
Sample_042,42,OID00015,P10147,CCL3,0.030,Inflammation,v1.0,Plate_2,PASS,1.07,4.0307
Sample_042,42,OID00016,P13236,CCL4,0.009,Inflammation,v1.0,Plate_2,PASS,1.20,3.1806
Sample_042,42,OID00017,P13501,CCL5,0.005,Inflammation,v1.0,Plate_2,PASS,1.40,3.1042
Sample_042,42,OID00018,P78556,CCL20,0.018,Inflammation,v1.0,Plate_2,PASS,0.52,5.5464
Sample_042,42,OID00019,P02778,CXCL10,0.028,Inflammation,v1.0,Plate_2,PASS,0.70,4.5932
Sample_042,42,OID00020,Q07325,CXCL9,0.007,Inflammation,v1.0,Plate_2,PASS,0.51,5.3871
Sample_042,42,OID00021,P09341,GRO1,0.026,Inflammation,v1.0,Plate_2,PASS,0.84,4.5903
Sample_042,42,OID00022,P01137,TGFB1,0.031,Inflammation,v1.0,Plate_2,PASS,1.07,3.8705
Sample_042,42,OID00023,P09038,FGF2,0.049,Cardiometabolic,v1.0,Plate_2,PASS,0.98,6.8763
Sample_042,42,OID00024,P15692,VEGFA,0.034,Cardiometabolic,v1.0,Plate_2,PASS,0.78,6.5384
Sample_042,42,OID00025,P01189,POMC,0.030,Cardiometabolic,v1.0,Plate_2,PASS,0.50,9.0196
Sample_042,42,OID00026,P01308,INS,0.026,Cardiometabolic,v1.0,Plate_2,PASS,0.54,3.2272
Sample_042,42,OID00027,P01258,CALCA,0.028,Cardiometabolic,v1.0,Plate_2,PASS,0.28,6.4012
Sample_042,42,OID00028,P06858,LPL,0.032,Cardiometabolic,v1.0,Plate_2,PASS,0.83,4.9562
Sample_042,42,OID00029,P04114,APOB,0.035,Cardiometabolic,v1.0,Plate_2,PASS,0.95,4.0563
Sample_042,42,OID00030,P02647,APOA1,0.000,Cardiometabolic,v1.0,Plate_2,PASS,1.47,5.0445
Sample_042,42,OID00031,P02649,APOE,0.042,Cardiometabolic,v1.0,Plate_2,PASS,0.27,7.0784
Sample_042,42,OID00032,P05155,SERPING1,0.050,Cardiometabolic,v1.0,Plate_2,PASS,1.22,5.3156
Sample_042,42,OID00033,P02741,CRP,0.032,Cardiometabolic,v1.0,Plate_2,PASS,0.88,3.8405
Sample_042,42,OID00034,P02787,TF,0.010,Cardiometabolic,v1.0,Plate_2,PASS,0.12,5.6952
Sample_042,42,OID00035,P00738,HP,0.025,Cardiometabolic,v1.0,Plate_2,PASS,0.53,4.4767
Sample_042,42,OID00036,P02768,ALB,0.000,Cardiometabolic,v1.0,Plate_2,PASS,0.55,7.5987
Sample_042,42,OID00037,P04217,A1BG,0.031,Cardiometabolic,v1.0,Plate_2,PASS,1.11,4.4622
Sample_042,42,OID00038,P01023,A2M,0.009,Cardiometabolic,v1.0,Plate_2,PASS,0.14,3.7391
Sample_042,42,OID00039,P10909,CLU,0.046,Cardiometabolic,v1.0,Plate_2,PASS,1.04,4.3399
Sample_042,42,OID00040,P01024,C3,0.032,Cardiometabolic,v1.0,Plate_2,PASS,1.22,6.1916
Sample_043,43,OID00001,P05231,IL6,0.027,Inflammation,v1.0,Plate_2,PASS,1.35,2.9070
Sample_043,43,OID00002,P01375,TNF,0.039,Inflammation,v1.0,Plate_2,PASS,0.57,5.2444
Sample_043,43,OID00003,P10145,CXCL8,0.015,Inflammation,v1.0,Plate_2,PASS,1.27,2.8813
Sample_043,43,OID00004,P13232,IL10,0.016,Inflammation,v1.0,Plate_2,PASS,1.11,6.2719
Sample_043,43,OID00005,P01579,IFNG,0.040,Inflammation,v1.0,Plate_2,PASS,1.06,4.0008
Sample_043,43,OID00006,P22301,IL1RL1,0.018,Inflammation,v1.0,Plate_2,PASS,1.34,4.7708
Sample_043,43,OID00007,P05112,IL4,0.049,Inflammation,v1.0,Plate_2,PASS,0.14,6.1949
Sample_043,43,OID00008,P60568,IL2,0.042,Inflammation,v1.0,Plate_2,PASS,0.98,4.7690
Sample_043,43,OID00009,P01374,LTA,0.043,Inflammation,v1.0,Plate_2,PASS,0.93,3.6554
Sample_043,43,OID00010,P29459,IL12A,0.035,Inflammation,v1.0,Plate_2,PASS,1.15,4.3571
Sample_043,43,OID00011,Q16552,IL17A,0.025,Inflammation,v1.0,Plate_2,PASS,0.68,4.8501
Sample_043,43,OID00012,Q9NPH3,IL1A,0.023,Inflammation,v1.0,Plate_2,PASS,0.43,5.3495
Sample_043,43,OID00013,P01583,IL1B,0.006,Inflammation,v1.0,Plate_2,PASS,0.52,5.9971
Sample_043,43,OID00014,P18510,IL1RN,0.039,Inflammation,v1.0,Plate_2,PASS,1.20,4.6811
Sample_043,43,OID00015,P10147,CCL3,0.024,Inflammation,v1.0,Plate_2,PASS,0.13,6.3898
Sample_043,43,OID00016,P13236,CCL4,0.010,Inflammation,v1.0,Plate_2,PASS,0.80,4.1585
Sample_043,43,OID00017,P13501,CCL5,0.039,Inflammation,v1.0,Plate_2,PASS,0.83,7.1607
Sample_043,43,OID00018,P78556,CCL20,0.044,Inflammation,v1.0,Plate_2,PASS,0.30,3.8756
Sample_043,43,OID00019,P02778,CXCL10,0.007,Inflammation,v1.0,Plate_2,PASS,1.05,6.5491
Sample_043,43,OID00020,Q07325,CXCL9,0.023,Inflammation,v1.0,Plate_2,PASS,1.11,1.8196
Sample_043,43,OID00021,P09341,GRO1,0.047,Inflammation,v1.0,Plate_2,PASS,0.11,4.5875
Sample_043,43,OID00022,P01137,TGFB1,0.030,Inflammation,v1.0,Plate_2,PASS,1.06,3.2239
Sample_043,43,OID00023,P09038,FGF2,0.026,Cardiometabolic,v1.0,Plate_2,PASS,0.16,6.4368
Sample_043,43,OID00024,P15692,VEGFA,0.016,Cardiometabolic,v1.0,Plate_2,PASS,1.02,5.8752
Sample_043,43,OID00025,P01189,POMC,0.016,Cardiometabolic,v1.0,Plate_2,PASS,1.35,3.8534
Sample_043,43,OID00026,P01308,INS,0.014,Cardiometabolic,v1.0,Plate_2,PASS,0.37,4.3924
Sample_043,43,OID00027,P01258,CALCA,0.007,Cardiometabolic,v1.0,Plate_2,PASS,0.26,4.3189
Sample_043,43,OID00028,P06858,LPL,0.001,Cardiometabolic,v1.0,Plate_2,PASS,0.48,6.4677
Sample_043,43,OID00029,P04114,APOB,0.018,Cardiometabolic,v1.0,Plate_2,PASS,0.39,3.7094
Sample_043,43,OID00030,P02647,APOA1,0.007,Cardiometabolic,v1.0,Plate_2,PASS,0.55,3.7423
Sample_043,43,OID00031,P02649,APOE,0.004,Cardiometabolic,v1.0,Plate_2,PASS,0.44,4.6537
Sample_043,43,OID00032,P05155,SERPING1,0.017,Cardiometabolic,v1.0,Plate_2,PASS,0.96,3.8258
Sample_043,43,OID00033,P02741,CRP,0.034,Cardiometabolic,v1.0,Plate_2,PASS,0.76,4.2572
Sample_043,43,OID00034,P02787,TF,0.003,Cardiometabolic,v1.0,Plate_2,PASS,0.25,5.2746
Sample_043,43,OID00035,P00738,HP,0.030,Cardiometabolic,v1.0,Plate_2,PASS,0.93,4.1567
Sample_043,43,OID00036,P02768,ALB,0.035,Cardiometabolic,v1.0,Plate_2,PASS,1.27,5.4199
Sample_043,43,OID00037,P04217,A1BG,0.036,Cardiometabolic,v1.0,Plate_2,PASS,1.24,4.0332
Sample_043,43,OID00038,P01023,A2M,0.027,Cardiometabolic,v1.0,Plate_2,PASS,1.04,4.1334
Sample_043,43,OID00039,P10909,CLU,0.007,Cardiometabolic,v1.0,Plate_2,PASS,0.75,7.4842
Sample_043,43,OID00040,P01024,C3,0.046,Cardiometabolic,v1.0,Plate_2,PASS,1.24,4.5854
Sample_044,44,OID00001,P05231,IL6,0.036,Inflammation,v1.0,Plate_2,PASS,1.06,3.3786
